Student_ID,Age,Gender,Overall_Performance_Percentage,Homework_Completion,Family_Income,Distance_to_School_km,Health_Issues,Bullying_Experience,Teacher_Feedback,Fees_Status,Sibling_Count,Dropout_Status
S00971,14,Male,87,72,High,7.6,No,No,Average,Unpaid,4,Not Dropout
S00972,17,Male,40,46,Medium,9.2,Yes,Yes,Average,Paid,1,Dropout
S00973,15,Male,63,55,High,5.3,Yes,Yes,Poor,Paid,1,Not Dropout
S00974,13,Female,49,93,Low,2.0,No,No,Good,Paid,5,Not Dropout
S00975,18,Male,68,43,Medium,19.3,Yes,Yes,Poor,Paid,0,Dropout
S00976,16,Male,59,42,Medium,4.2,Yes,Yes,Average,Unpaid,0,Dropout
S00977,12,Male,61,36,Low,1.0,Yes,No,Average,Paid,2,Not Dropout
S00978,13,Male,72,64,High,2.6,No,Yes,Good,Paid,0,Not Dropout
S00979,11,Female,66,50,Low,13.9,Yes,Yes,Poor,Paid,3,Dropout
S00980,12,Female,69,78,Low,19.6,No,Yes,Poor,Overdue (3+ Months),1,Dropout
S00981,16,Female,57,21,High,11.8,No,Yes,Good,Paid,5,Not Dropout
S00982,12,Female,71,75,Medium,0.6,No,No,Good,Paid,0,Not Dropout
S00983,14,Male,38,40,Low,3.7,No,Yes,Average,Paid,2,Dropout
S00984,17,Male,73,24,Low,3.6,No,No,Average,Paid,4,Not Dropout
S00985,16,Male,40,75,High,1.2,No,Yes,Good,Overdue (3+ Months),1,Not Dropout
S00986,15,Male,90,56,Medium,19.5,Yes,Yes,Good,Paid,3,Not Dropout
S00987,11,Female,68,29,Low,2.4,No,No,Average,Overdue (3+ Months),5,Dropout
S00988,18,Female,92,90,Medium,12.6,No,Yes,Average,Paid,1,Not Dropout
S00989,11,Female,79,83,High,0.9,No,No,Average,Overdue (3+ Months),4,Not Dropout
S00990,13,Male,41,60,Medium,3.3,Yes,No,Good,Paid,0,Not Dropout
S00991,12,Female,89,88,High,4.4,Yes,Yes,Average,Paid,0,Not Dropout
S00992,12,Female,53,34,Medium,9.6,No,No,Average,Paid,3,Not Dropout
S00993,12,Female,98,40,Medium,14.1,No,No,Poor,Unpaid,4,Dropout
S00994,11,Female,96,67,Medium,3.5,No,No,Average,Unpaid,4,Not Dropout
S00995,12,Male,31,54,Low,8.0,No,No,Good,Paid,2,Not Dropout
S00996,12,Male,68,21,Low,13.1,No,Yes,Good,Overdue (3+ Months),4,Dropout
S00997,18,Male,33,28,Medium,13.2,Yes,No,Good,Overdue (3+ Months),1,Dropout
S00998,16,Male,64,76,High,17.5,No,Yes,Poor,Paid,4,Not Dropout
S00999,13,Female,63,25,Low,14.4,No,Yes,Good,Unpaid,5,Dropout
S01000,13,Female,74,100,High,18.9,Yes,Yes,Average,Overdue (3+ Months),1,Not Dropout
S01001,18,Male,82,74,Low,10.7,No,Yes,Average,Unpaid,0,Not Dropout
S01002,15,Male,91,49,High,3.9,Yes,No,Poor,Unpaid,0,Dropout
S01003,18,Female,37,24,Medium,9.8,Yes,Yes,Average,Paid,1,Dropout
S01004,12,Male,56,93,Low,6.9,Yes,No,Good,Paid,4,Not Dropout
S01005,11,Male,93,95,Low,12.9,Yes,No,Good,Paid,2,Not Dropout
S01006,18,Male,88,97,Low,13.0,No,Yes,Good,Paid,1,Not Dropout
S01007,17,Female,33,96,Medium,8.5,Yes,No,Good,Paid,5,Not Dropout
S01008,16,Female,63,65,Low,17.6,No,Yes,Average,Paid,5,Not Dropout
S01009,17,Female,43,79,High,13.3,No,Yes,Good,Overdue (3+ Months),3,Not Dropout
S01010,11,Male,62,73,High,7.4,No,No,Good,Paid,0,Not Dropout
S01011,16,Female,49,59,Medium,5.5,No,Yes,Average,Overdue (3+ Months),1,Not Dropout
S01012,16,Male,31,55,High,0.9,No,Yes,Good,Paid,4,Not Dropout
S01013,17,Female,56,55,Low,1.9,No,No,Poor,Paid,0,Not Dropout
S01014,15,Male,69,54,Medium,18.9,No,No,Average,Paid,4,Not Dropout
S01015,14,Female,86,38,Low,18.8,Yes,Yes,Good,Overdue (3+ Months),4,Dropout
S01016,18,Female,86,35,Medium,16.4,No,Yes,Average,Paid,4,Not Dropout
S01017,18,Female,57,78,High,14.5,Yes,No,Poor,Unpaid,3,Not Dropout
S01018,11,Male,41,93,Medium,11.7,No,No,Average,Paid,2,Not Dropout
S01019,12,Male,36,83,High,17.1,No,Yes,Good,Paid,0,Not Dropout
S01020,16,Male,93,67,Low,2.5,Yes,Yes,Average,Unpaid,5,Dropout
S01021,12,Male,89,39,High,1.5,Yes,No,Average,Paid,5,Not Dropout
S01022,18,Female,71,44,Low,6.6,No,No,Good,Overdue (3+ Months),0,Not Dropout
S01023,15,Female,45,45,Medium,9.6,No,Yes,Average,Paid,4,Not Dropout
S01024,15,Male,67,20,Medium,13.6,Yes,No,Average,Overdue (3+ Months),4,Dropout
S01025,15,Male,65,36,Medium,2.3,No,Yes,Good,Paid,4,Not Dropout
S01026,12,Male,87,55,High,3.8,Yes,No,Average,Overdue (3+ Months),4,Not Dropout
S01027,15,Female,43,48,Medium,1.6,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S01028,15,Female,66,52,Medium,5.2,No,Yes,Good,Paid,2,Not Dropout
S01029,11,Male,31,52,Low,6.6,No,Yes,Poor,Paid,2,Dropout
S01030,11,Male,72,28,Medium,5.2,No,No,Good,Unpaid,4,Not Dropout
S01031,13,Female,33,73,Low,10.9,No,Yes,Average,Paid,3,Not Dropout
S01032,12,Female,45,35,High,7.2,No,Yes,Good,Paid,2,Not Dropout
S01033,15,Female,50,99,High,9.7,No,Yes,Good,Paid,4,Not Dropout
S01034,15,Male,86,68,Low,1.1,Yes,Yes,Average,Unpaid,4,Dropout
S01035,18,Female,87,54,Medium,13.4,No,No,Average,Paid,3,Not Dropout
S01036,13,Female,98,46,Low,15.9,No,No,Average,Paid,4,Not Dropout
S01037,16,Female,34,61,Medium,0.5,Yes,Yes,Good,Paid,5,Dropout
S01038,12,Male,60,69,Low,19.6,Yes,No,Good,Paid,3,Not Dropout
S01039,17,Female,79,53,Low,3.9,No,Yes,Good,Unpaid,4,Dropout
S01040,17,Male,79,90,Medium,11.5,No,Yes,Good,Paid,1,Not Dropout
S01041,16,Male,79,92,Low,10.3,Yes,Yes,Good,Paid,1,Not Dropout
S01042,14,Female,94,38,High,7.6,No,Yes,Good,Unpaid,0,Not Dropout
S01043,16,Male,77,37,Low,10.3,Yes,No,Poor,Unpaid,0,Dropout
S01044,15,Female,37,22,Low,14.6,No,Yes,Average,Paid,5,Dropout
S01045,17,Male,64,70,High,15.8,Yes,Yes,Good,Paid,5,Not Dropout
S01046,17,Female,56,83,Low,19.1,Yes,No,Good,Paid,5,Not Dropout
S01047,17,Male,76,24,Low,5.1,No,Yes,Good,Paid,4,Dropout
S01048,13,Male,36,93,High,5.0,No,Yes,Good,Paid,3,Not Dropout
S01049,13,Female,66,90,Medium,6.8,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S01050,12,Female,90,65,Medium,8.0,No,No,Good,Paid,1,Not Dropout
S01051,13,Female,49,48,High,10.6,Yes,No,Good,Paid,1,Not Dropout
S01052,17,Female,58,92,Medium,1.9,Yes,No,Poor,Paid,3,Not Dropout
S01053,11,Female,46,58,Low,12.3,Yes,No,Good,Paid,3,Not Dropout
S01054,18,Female,81,90,Low,15.1,No,Yes,Poor,Paid,4,Dropout
S01055,17,Female,41,56,Medium,6.6,Yes,No,Poor,Paid,1,Not Dropout
S01056,11,Male,56,22,Medium,4.6,Yes,Yes,Average,Paid,0,Not Dropout
S01057,17,Male,58,40,Medium,8.1,No,Yes,Average,Paid,1,Not Dropout
S01058,14,Male,37,79,High,17.1,No,No,Good,Overdue (3+ Months),1,Not Dropout
S01059,11,Female,70,97,High,14.4,No,Yes,Poor,Paid,1,Not Dropout
S01060,12,Male,65,83,Medium,8.3,Yes,Yes,Good,Overdue (3+ Months),0,Not Dropout
S01061,15,Female,82,31,High,1.7,Yes,No,Average,Paid,2,Not Dropout
S01062,18,Female,43,54,Medium,19.9,No,No,Good,Paid,0,Not Dropout
S01063,12,Male,56,26,Medium,10.8,Yes,Yes,Good,Paid,0,Not Dropout
S01064,16,Male,84,68,Medium,2.9,No,Yes,Poor,Paid,2,Not Dropout
S01065,14,Male,84,27,Medium,18.8,No,No,Average,Unpaid,3,Not Dropout
S01066,15,Male,35,91,Low,3.1,Yes,Yes,Average,Paid,5,Dropout
S01067,11,Female,70,31,Medium,14.8,No,No,Poor,Paid,3,Not Dropout
S01068,15,Female,86,49,Medium,11.5,Yes,Yes,Average,Paid,2,Not Dropout
S01069,14,Female,72,83,Medium,0.9,No,No,Good,Paid,1,Not Dropout
S01070,16,Male,50,75,Medium,12.6,Yes,Yes,Average,Paid,5,Not Dropout
S01071,16,Male,31,41,High,7.9,Yes,Yes,Average,Unpaid,1,Dropout
S01072,15,Female,53,61,Medium,18.7,Yes,Yes,Good,Unpaid,0,Not Dropout
S01073,12,Female,56,30,High,16.8,Yes,Yes,Average,Unpaid,5,Dropout
S01074,14,Male,32,62,Low,2.3,Yes,Yes,Good,Unpaid,1,Dropout
S01075,15,Male,78,49,High,16.9,Yes,Yes,Poor,Paid,1,Dropout
S01076,13,Female,41,97,High,3.8,Yes,Yes,Poor,Paid,5,Dropout
S01077,15,Male,54,28,Medium,1.6,No,Yes,Good,Unpaid,1,Not Dropout
S01078,12,Male,51,61,Low,6.1,Yes,Yes,Average,Paid,3,Not Dropout
S01079,11,Female,38,41,High,14.0,No,Yes,Good,Paid,4,Dropout
S01080,15,Female,86,72,High,11.6,Yes,Yes,Average,Unpaid,4,Dropout
S01081,15,Male,75,62,Low,2.8,Yes,No,Average,Paid,0,Not Dropout
S01082,17,Male,66,21,High,19.4,Yes,No,Poor,Overdue (3+ Months),4,Dropout
S01083,18,Female,54,33,Medium,6.8,No,Yes,Good,Paid,2,Not Dropout
S01084,16,Female,82,52,High,9.5,No,No,Poor,Paid,0,Not Dropout
S01085,18,Female,45,45,Low,13.6,Yes,No,Good,Paid,2,Not Dropout
S01086,17,Female,76,48,Low,14.7,Yes,Yes,Average,Paid,2,Dropout
S01087,18,Male,63,94,Medium,11.7,Yes,Yes,Average,Paid,3,Not Dropout
S01088,16,Male,36,21,Low,6.8,No,Yes,Average,Overdue (3+ Months),3,Dropout
S01089,18,Male,43,74,Medium,11.3,No,No,Good,Unpaid,4,Not Dropout
S01090,13,Female,90,46,Low,14.1,No,No,Average,Paid,0,Not Dropout
S01091,12,Female,84,32,Low,8.0,No,No,Average,Paid,2,Not Dropout
S01092,12,Female,49,99,High,0.6,No,No,Average,Paid,1,Not Dropout
S01093,11,Male,42,67,Medium,4.6,Yes,Yes,Average,Paid,3,Not Dropout
S01094,17,Female,80,60,Medium,12.8,Yes,No,Poor,Unpaid,3,Not Dropout
S01095,13,Male,40,66,High,17.5,No,No,Average,Overdue (3+ Months),4,Not Dropout
S01096,18,Male,43,34,High,4.5,No,Yes,Good,Paid,0,Not Dropout
S01097,12,Male,56,34,Low,4.7,No,No,Poor,Unpaid,4,Dropout
S01098,17,Male,98,82,Medium,8.9,No,No,Average,Paid,3,Not Dropout
S01099,17,Male,63,57,High,18.0,Yes,Yes,Poor,Unpaid,0,Dropout
S01100,14,Female,80,42,Medium,5.4,Yes,No,Poor,Paid,5,Dropout
S01101,18,Female,85,99,Low,4.0,No,Yes,Poor,Paid,2,Not Dropout
S01102,14,Female,60,36,Medium,7.1,Yes,Yes,Poor,Paid,3,Dropout
S01103,15,Female,50,33,Low,18.3,No,No,Poor,Paid,5,Dropout
S01104,18,Male,45,42,Low,11.1,Yes,Yes,Average,Paid,3,Dropout
S01105,13,Female,57,50,Medium,5.2,Yes,No,Average,Unpaid,4,Not Dropout
S01106,12,Female,93,85,Low,10.5,Yes,No,Average,Paid,2,Not Dropout
S01107,13,Male,49,51,Medium,5.1,No,No,Average,Paid,5,Not Dropout
S01108,12,Male,69,20,Medium,16.8,No,Yes,Poor,Paid,0,Not Dropout
S01109,14,Male,95,85,Low,5.1,No,No,Average,Unpaid,1,Not Dropout
S01110,13,Male,87,32,Low,14.9,Yes,Yes,Good,Paid,5,Dropout
S01111,16,Male,72,55,Medium,1.6,Yes,Yes,Average,Paid,1,Not Dropout
S01112,15,Male,90,59,Medium,10.6,No,No,Average,Paid,2,Not Dropout
S01113,13,Female,82,50,High,11.2,No,No,Good,Overdue (3+ Months),3,Not Dropout
S01114,13,Female,42,84,Low,12.9,Yes,Yes,Good,Overdue (3+ Months),0,Dropout
S01115,12,Male,56,78,High,1.4,No,No,Good,Unpaid,0,Not Dropout
S01116,11,Male,74,44,Medium,14.0,Yes,No,Average,Paid,2,Not Dropout
S01117,17,Female,70,88,Low,14.0,No,Yes,Poor,Overdue (3+ Months),3,Dropout
S01118,14,Female,58,96,Medium,14.8,Yes,Yes,Average,Paid,0,Not Dropout
S01119,18,Female,53,38,Low,18.5,Yes,Yes,Good,Paid,0,Dropout
S01120,13,Female,38,95,High,8.0,Yes,Yes,Average,Paid,4,Dropout
S01121,14,Male,79,56,High,1.4,No,No,Poor,Paid,3,Not Dropout
S01122,18,Female,88,70,Medium,16.0,Yes,No,Good,Unpaid,1,Not Dropout
S01123,11,Female,49,35,High,12.6,No,Yes,Poor,Paid,5,Dropout
S01124,14,Female,39,43,Low,15.2,No,No,Average,Paid,0,Not Dropout
S01125,13,Male,30,67,Medium,18.7,No,Yes,Good,Paid,2,Not Dropout
S01126,12,Female,77,92,High,5.7,No,No,Average,Paid,3,Not Dropout
S01127,17,Male,69,88,High,17.2,Yes,Yes,Good,Paid,4,Not Dropout
S01128,14,Female,49,25,Low,13.2,Yes,Yes,Average,Paid,1,Dropout
S01129,11,Female,60,23,Medium,15.3,Yes,Yes,Poor,Overdue (3+ Months),5,Dropout
S01130,12,Male,36,88,Low,2.8,Yes,No,Poor,Paid,5,Dropout
S01131,13,Female,91,53,High,19.5,No,Yes,Good,Unpaid,1,Not Dropout
S01132,17,Female,40,75,Medium,17.8,Yes,No,Average,Paid,0,Not Dropout
S01133,13,Female,72,61,Low,3.8,Yes,No,Average,Paid,0,Not Dropout
S01134,16,Female,48,20,Medium,17.2,Yes,Yes,Average,Paid,0,Not Dropout
S01135,16,Female,72,81,High,4.9,No,No,Average,Overdue (3+ Months),5,Not Dropout
S01136,14,Female,87,25,High,11.4,No,Yes,Poor,Unpaid,5,Dropout
S01137,16,Male,75,97,Low,12.6,No,Yes,Average,Paid,3,Not Dropout
S01138,13,Female,77,76,Low,10.9,Yes,No,Average,Paid,3,Not Dropout
S01139,12,Female,78,39,Medium,13.6,Yes,No,Average,Paid,0,Not Dropout
S01140,14,Female,94,40,Medium,6.1,Yes,No,Good,Paid,3,Not Dropout
S01141,18,Female,91,62,High,16.8,No,Yes,Average,Paid,5,Not Dropout
S01142,18,Male,76,27,High,8.8,Yes,Yes,Average,Paid,4,Dropout
S01143,12,Male,63,64,Medium,3.0,Yes,No,Average,Paid,1,Not Dropout
S01144,17,Male,36,35,High,15.0,Yes,No,Average,Paid,4,Dropout
S01145,13,Female,30,94,Medium,10.3,Yes,Yes,Good,Paid,1,Not Dropout
S01146,11,Male,45,21,Medium,18.7,Yes,No,Good,Paid,5,Not Dropout
S01147,18,Female,31,56,High,3.3,No,No,Average,Paid,0,Not Dropout
S01148,15,Female,86,63,High,10.8,Yes,No,Average,Paid,2,Not Dropout
S01149,15,Female,33,86,High,8.4,Yes,Yes,Average,Paid,4,Dropout
S01150,18,Female,98,82,Low,14.1,No,Yes,Good,Paid,0,Not Dropout
S01151,13,Female,63,22,High,17.4,No,Yes,Average,Unpaid,0,Not Dropout
S01152,11,Female,71,46,Medium,11.8,No,No,Good,Paid,3,Not Dropout
S01153,18,Male,89,30,High,4.4,Yes,Yes,Good,Overdue (3+ Months),4,Dropout
S01154,14,Male,63,51,Medium,2.9,No,No,Good,Unpaid,5,Not Dropout
S01155,18,Female,72,32,Medium,16.7,No,No,Average,Unpaid,5,Not Dropout
S01156,16,Female,65,95,Low,15.1,No,No,Average,Overdue (3+ Months),1,Not Dropout
S01157,18,Female,89,51,Medium,4.1,No,Yes,Average,Unpaid,1,Not Dropout
S01158,18,Male,47,24,Medium,8.1,No,Yes,Average,Unpaid,1,Not Dropout
S01159,16,Female,64,93,High,11.7,Yes,Yes,Poor,Overdue (3+ Months),4,Dropout
S01160,15,Female,31,96,Medium,17.7,No,No,Average,Unpaid,4,Not Dropout
S01161,14,Male,64,52,Low,10.1,No,No,Average,Paid,1,Not Dropout
S01162,14,Female,62,71,High,17.4,Yes,Yes,Poor,Paid,5,Dropout
S01163,14,Female,63,94,High,17.7,Yes,Yes,Good,Paid,2,Not Dropout
S01164,12,Female,43,81,Low,15.7,No,No,Average,Overdue (3+ Months),0,Not Dropout
S01165,14,Male,61,37,High,16.2,Yes,Yes,Average,Overdue (3+ Months),0,Dropout
S01166,11,Male,96,49,Medium,18.2,No,Yes,Average,Unpaid,0,Not Dropout
S01167,18,Male,46,97,Medium,10.6,No,Yes,Good,Unpaid,2,Not Dropout
S01168,17,Female,86,25,Medium,4.3,Yes,No,Good,Overdue (3+ Months),3,Not Dropout
S01169,12,Male,48,59,High,6.2,Yes,No,Average,Unpaid,3,Not Dropout
S01170,12,Female,98,75,Medium,10.8,No,Yes,Poor,Unpaid,3,Not Dropout
S01171,18,Female,50,45,Low,0.6,Yes,No,Average,Unpaid,1,Dropout
S01172,14,Female,90,34,High,5.1,Yes,Yes,Good,Paid,0,Not Dropout
S01173,12,Male,52,37,Low,8.4,No,No,Good,Unpaid,2,Not Dropout
S01174,18,Male,90,50,High,17.7,No,Yes,Average,Paid,1,Not Dropout
S01175,15,Female,35,22,High,5.2,Yes,Yes,Good,Paid,0,Dropout
S01176,12,Female,52,35,High,11.0,Yes,Yes,Poor,Unpaid,5,Dropout
S01177,18,Female,83,85,High,15.6,No,Yes,Average,Unpaid,4,Not Dropout
S01178,18,Female,58,25,High,7.4,No,No,Average,Paid,2,Not Dropout
S01179,15,Male,43,77,Low,19.6,No,Yes,Average,Unpaid,4,Dropout
S01180,14,Female,50,69,Low,17.7,No,No,Average,Paid,4,Not Dropout
S01181,15,Male,74,69,Low,14.6,No,Yes,Good,Paid,0,Not Dropout
S01182,14,Female,31,36,Medium,16.1,Yes,Yes,Good,Unpaid,2,Dropout
S01183,12,Female,61,22,Medium,9.2,Yes,No,Good,Overdue (3+ Months),3,Not Dropout
S01184,17,Male,94,38,Medium,13.6,Yes,Yes,Average,Paid,5,Dropout
S01185,17,Male,40,29,Medium,14.1,Yes,Yes,Average,Paid,2,Dropout
S01186,18,Female,40,27,Low,17.6,No,Yes,Average,Paid,5,Dropout
S01187,16,Female,49,56,High,9.9,No,Yes,Poor,Paid,2,Not Dropout
S01188,15,Male,50,87,Low,13.6,No,Yes,Average,Overdue (3+ Months),2,Not Dropout
S01189,11,Male,30,82,Low,4.0,No,No,Good,Paid,1,Not Dropout
S01190,18,Female,80,60,Medium,5.5,Yes,Yes,Good,Paid,5,Not Dropout
S01191,17,Female,78,80,Low,14.7,Yes,No,Average,Paid,2,Not Dropout
S01192,15,Female,82,68,Low,18.2,No,No,Average,Paid,3,Not Dropout
S01193,15,Male,48,39,Low,16.2,No,Yes,Good,Unpaid,2,Dropout
S01194,13,Male,52,81,Low,15.7,Yes,Yes,Poor,Paid,5,Dropout
S01195,16,Female,95,69,Medium,18.1,No,No,Good,Paid,3,Not Dropout
S01196,16,Male,44,52,Medium,14.3,Yes,Yes,Good,Paid,5,Dropout
S01197,18,Male,98,55,Medium,17.1,No,Yes,Average,Paid,1,Not Dropout
S01198,11,Male,91,24,Low,13.9,No,No,Good,Unpaid,2,Not Dropout
S01199,11,Male,60,47,Low,12.4,No,No,Average,Paid,0,Not Dropout
S01200,11,Female,75,29,High,6.6,Yes,Yes,Good,Unpaid,0,Dropout
S01201,17,Male,61,67,Low,7.2,No,Yes,Good,Unpaid,5,Dropout
S01202,17,Male,37,54,High,8.6,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S01203,11,Female,54,36,Medium,10.6,No,No,Good,Unpaid,2,Not Dropout
S01204,15,Male,58,29,Medium,9.5,No,Yes,Average,Paid,5,Not Dropout
S01205,11,Female,81,48,Medium,9.5,Yes,No,Good,Paid,4,Not Dropout
S01206,11,Female,75,95,Low,11.9,Yes,No,Good,Paid,1,Not Dropout
S01207,17,Female,34,31,Low,2.7,Yes,Yes,Good,Paid,5,Dropout
S01208,16,Female,60,69,Medium,15.1,Yes,No,Good,Paid,1,Not Dropout
S01209,16,Female,49,28,High,4.3,Yes,No,Good,Paid,0,Not Dropout
S01210,12,Female,51,79,Low,17.9,No,Yes,Poor,Overdue (3+ Months),1,Dropout
S01211,16,Male,43,67,Medium,18.7,Yes,No,Good,Paid,5,Not Dropout
S01212,15,Female,61,21,High,14.4,No,No,Average,Paid,0,Not Dropout
S01213,12,Male,79,47,Medium,16.8,No,Yes,Average,Unpaid,0,Not Dropout
S01214,17,Female,75,22,Medium,12.2,Yes,Yes,Average,Unpaid,3,Dropout
S01215,12,Male,53,55,Low,5.6,Yes,No,Average,Paid,4,Not Dropout
S01216,18,Male,77,47,High,10.8,Yes,No,Good,Unpaid,0,Not Dropout
S01217,14,Female,84,73,Medium,5.5,No,No,Average,Paid,2,Not Dropout
S01218,11,Female,74,72,Medium,18.9,Yes,No,Good,Unpaid,2,Not Dropout
S01219,11,Female,92,42,High,4.0,No,No,Average,Paid,0,Not Dropout
S01220,17,Male,59,92,Medium,9.5,Yes,No,Good,Paid,0,Not Dropout
S01221,15,Male,82,75,Low,9.0,No,No,Good,Unpaid,4,Not Dropout
S01222,17,Female,50,99,Medium,1.7,Yes,Yes,Average,Paid,0,Not Dropout
S01223,12,Male,93,50,Medium,6.8,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S01224,17,Male,94,33,Low,15.3,No,No,Average,Paid,1,Not Dropout
S01225,12,Female,95,87,High,19.8,Yes,Yes,Good,Overdue (3+ Months),1,Not Dropout
S01226,17,Female,84,68,High,1.6,Yes,No,Average,Unpaid,5,Not Dropout
S01227,13,Female,40,97,Low,4.4,No,Yes,Poor,Paid,4,Dropout
S01228,16,Female,51,42,Low,8.0,Yes,Yes,Average,Paid,0,Dropout
S01229,15,Female,33,45,Low,7.8,No,Yes,Poor,Unpaid,3,Dropout
S01230,16,Female,45,41,Medium,14.4,Yes,Yes,Good,Paid,4,Dropout
S01231,11,Female,60,69,Low,0.6,No,No,Average,Paid,2,Not Dropout
S01232,17,Female,68,77,High,10.6,No,Yes,Good,Paid,3,Not Dropout
S01233,15,Female,63,65,High,17.1,Yes,No,Good,Paid,2,Not Dropout
S01234,14,Male,54,56,Low,8.7,No,Yes,Good,Paid,5,Not Dropout
S01235,15,Male,65,83,Low,19.7,Yes,Yes,Poor,Paid,0,Dropout
S01236,13,Male,73,67,High,13.1,No,Yes,Good,Paid,1,Not Dropout
S01237,17,Male,30,68,Medium,19.7,No,No,Good,Paid,1,Not Dropout
S01238,15,Male,45,61,Medium,17.8,Yes,No,Good,Unpaid,2,Not Dropout
S01239,13,Female,82,65,Medium,8.3,No,No,Good,Paid,5,Not Dropout
S01240,11,Male,89,100,Low,19.6,Yes,No,Good,Unpaid,4,Dropout
S01241,18,Female,47,40,High,18.0,Yes,No,Good,Paid,1,Not Dropout
S01242,15,Female,88,75,High,13.8,Yes,Yes,Average,Paid,4,Not Dropout
S01243,17,Male,94,33,Medium,1.0,Yes,Yes,Good,Overdue (3+ Months),5,Dropout
S01244,18,Female,59,30,Low,17.5,Yes,Yes,Average,Paid,3,Dropout
S01245,11,Female,52,65,High,13.8,Yes,No,Good,Paid,5,Not Dropout
S01246,18,Female,78,74,Low,2.5,Yes,No,Good,Unpaid,0,Not Dropout
S01247,15,Female,33,98,Low,4.7,No,Yes,Good,Unpaid,4,Dropout
S01248,12,Female,32,83,Low,0.6,No,Yes,Good,Paid,5,Dropout
S01249,15,Male,88,85,Medium,9.5,No,No,Good,Unpaid,2,Not Dropout
S01250,16,Male,85,45,High,15.8,Yes,Yes,Poor,Paid,2,Dropout
S01251,12,Male,93,42,High,8.7,No,Yes,Good,Paid,3,Not Dropout
S01252,12,Male,89,88,Medium,13.3,Yes,No,Average,Paid,4,Not Dropout
S01253,17,Female,46,69,High,1.1,No,No,Good,Paid,5,Not Dropout
S01254,12,Male,78,30,Medium,15.2,Yes,No,Poor,Paid,0,Not Dropout
S01255,18,Female,98,79,High,0.9,No,No,Good,Overdue (3+ Months),0,Not Dropout
S01256,17,Male,61,55,High,2.4,No,Yes,Average,Paid,3,Not Dropout
S01257,18,Male,67,59,Medium,10.8,Yes,No,Average,Unpaid,0,Not Dropout
S01258,18,Male,65,94,Medium,17.9,No,No,Good,Paid,3,Not Dropout
S01259,13,Female,67,20,Low,7.2,Yes,Yes,Average,Paid,3,Dropout
S01260,16,Female,83,85,Low,2.3,Yes,Yes,Good,Paid,3,Not Dropout
S01261,16,Female,36,90,Medium,2.5,No,No,Average,Paid,3,Not Dropout
S01262,11,Male,87,95,High,10.2,Yes,Yes,Good,Unpaid,3,Not Dropout
S01263,18,Male,63,98,High,7.6,Yes,No,Average,Paid,2,Not Dropout
S01264,11,Female,89,89,Low,2.2,Yes,No,Poor,Paid,3,Not Dropout
S01265,13,Female,74,100,Medium,11.8,No,No,Average,Paid,1,Not Dropout
S01266,13,Female,83,73,Low,4.1,No,Yes,Good,Unpaid,4,Dropout
S01267,18,Male,95,48,Low,3.7,No,No,Average,Unpaid,5,Dropout
S01268,15,Female,85,32,High,10.7,Yes,No,Good,Paid,0,Not Dropout
S01269,13,Male,44,73,High,6.5,Yes,Yes,Average,Paid,5,Dropout
S01270,11,Female,90,29,Medium,8.9,No,No,Average,Overdue (3+ Months),5,Not Dropout
S01271,14,Female,67,80,High,4.3,Yes,Yes,Good,Paid,4,Not Dropout
S01272,14,Male,85,59,Medium,4.2,No,Yes,Poor,Paid,5,Not Dropout
S01273,16,Female,47,73,High,16.9,Yes,No,Poor,Overdue (3+ Months),3,Not Dropout
S01274,11,Female,47,20,High,3.6,Yes,No,Good,Overdue (3+ Months),3,Not Dropout
S01275,18,Female,81,95,Low,5.3,No,No,Good,Paid,3,Not Dropout
S01276,11,Female,45,100,Medium,15.4,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S01277,17,Male,41,38,High,1.1,Yes,No,Good,Unpaid,2,Dropout
S01278,15,Male,82,35,High,11.3,No,No,Poor,Paid,0,Not Dropout
S01279,11,Male,84,26,High,10.9,No,Yes,Average,Paid,5,Not Dropout
S01280,11,Male,87,26,Medium,15.2,No,No,Average,Paid,5,Not Dropout
S01281,18,Male,84,82,Medium,17.2,No,Yes,Average,Overdue (3+ Months),3,Not Dropout
S01282,14,Female,47,34,Medium,15.6,No,Yes,Poor,Unpaid,3,Dropout
S01283,18,Male,73,93,Medium,2.9,Yes,Yes,Good,Unpaid,3,Not Dropout
S01284,18,Female,62,64,High,12.9,No,Yes,Good,Overdue (3+ Months),5,Not Dropout
S01285,17,Male,76,51,High,18.3,Yes,No,Good,Unpaid,3,Not Dropout
S01286,14,Male,46,96,High,0.5,No,Yes,Good,Overdue (3+ Months),3,Not Dropout
S01287,14,Female,98,78,Medium,11.3,Yes,Yes,Good,Paid,3,Not Dropout
S01288,13,Female,44,21,High,15.1,Yes,No,Good,Overdue (3+ Months),3,Dropout
S01289,13,Male,48,38,High,18.2,Yes,No,Good,Unpaid,0,Not Dropout
S01290,18,Male,94,33,Medium,16.7,No,No,Good,Unpaid,3,Not Dropout
S01291,13,Female,85,40,Low,17.6,Yes,Yes,Good,Paid,1,Dropout
S01292,17,Female,76,51,High,6.8,No,No,Good,Paid,5,Not Dropout
