gender,age,attendance_pct,marks,homework_completion_pct,distance_to_school,Tution_fee_status,Transportation_fee_status,has_schlorship,has_transportation,dropout
0,13,79.3,68.5,71.8,5194.7,1,Not Applicable,0,0,No
0,11,79.0,54.2,66.5,1496.3,0,Not Applicable,0,0,Yes
0,17,83.3,93.4,88.5,5713.1,1,Not Applicable,0,0,Yes
0,16,87.3,72.4,73.9,2717.8,1,Not Applicable,0,0,No
0,7,100.0,85.1,88.3,218.4,1,Not Applicable,1,0,No
1,9,80.2,62.2,75.0,416.9,1,Paid,0,1,No
0,11,85.7,68.5,75.6,2212.5,0,Paid,0,1,No
1,16,53.2,50.8,42.4,1668.7,1,Not Applicable,0,0,Yes
1,8,85.9,81.2,73.7,106.0,1,Partial,0,1,No
0,7,79.1,68.3,79.9,849.5,1,Partial,1,1,No
1,9,100.0,78.6,81.0,3633.2,1,Unpaid,0,1,No
0,17,64.7,37.6,44.4,3732.4,0,Not Applicable,0,0,Yes
1,10,86.4,73.9,64.5,703.5,1,Not Applicable,0,0,No
0,9,87.2,82.5,72.9,713.3,1,Not Applicable,0,0,No
1,7,68.6,66.2,73.8,285.9,1,Not Applicable,1,0,No
1,8,52.9,49.3,42.3,1824.4,1,Paid,1,1,Yes
0,13,96.6,94.1,100.0,327.4,1,Paid,1,1,No
0,10,68.2,51.7,54.8,621.3,0,Unpaid,0,1,No
1,7,67.5,72.6,66.3,3615.0,0,Not Applicable,0,0,Yes
1,12,73.5,57.3,56.4,7443.1,1,Not Applicable,0,0,Yes
0,16,50.4,39.5,47.2,5273.7,0,Not Applicable,0,0,No
1,5,82.9,69.4,84.7,149.7,0,Not Applicable,0,0,No
0,13,68.7,55.2,63.7,3403.7,1,Paid,0,1,No
1,9,61.7,65.6,57.6,452.9,1,Paid,0,1,No
0,7,91.7,84.0,87.0,489.2,1,Paid,1,1,No
1,9,52.7,30.7,32.6,8343.9,0,Not Applicable,0,0,Yes
0,9,78.3,81.8,70.9,6344.6,0,Paid,0,1,Yes
0,13,66.0,66.2,59.1,240.5,1,Partial,0,1,No
0,10,91.3,83.8,81.2,1136.5,1,Paid,0,1,No
0,16,92.0,73.6,89.5,1268.8,1,Paid,1,1,No
0,16,82.1,60.8,66.0,1249.6,1,Not Applicable,0,0,No
0,16,47.5,49.8,57.4,530.4,0,Not Applicable,0,0,Yes
1,15,24.6,31.4,11.5,9310.9,1,Paid,0,1,No
0,10,76.2,52.1,67.0,4351.7,1,Partial,0,1,Yes
0,18,70.3,83.8,76.8,4891.2,1,Not Applicable,0,0,Yes
0,9,93.3,78.3,97.8,1693.5,1,Paid,1,1,No
0,12,85.7,66.5,77.5,4512.5,1,Not Applicable,1,0,No
0,11,73.6,51.6,58.3,978.0,1,Not Applicable,0,0,No
0,10,79.5,91.0,73.8,8613.3,1,Not Applicable,1,0,No
0,15,91.0,90.3,97.2,1509.8,1,Paid,1,1,No
0,13,41.1,38.0,32.8,4712.9,0,Paid,0,1,Yes
1,10,92.2,77.7,96.1,2627.8,1,Not Applicable,0,0,No
1,14,77.9,56.7,61.8,313.0,1,Not Applicable,0,0,No
0,16,100.0,100.0,98.4,747.8,1,Paid,0,1,No
0,9,86.6,73.7,68.6,470.5,1,Not Applicable,0,0,No
1,7,67.2,49.3,50.2,8649.6,1,Paid,0,1,Yes
0,16,55.5,46.2,49.8,6063.6,0,Not Applicable,0,0,Yes
1,18,57.0,40.4,48.8,2410.3,1,Not Applicable,0,0,No
0,9,70.5,54.9,70.8,3992.9,0,Not Applicable,0,0,No
1,6,67.9,64.2,56.0,8307.4,1,Paid,0,1,Yes
1,18,82.7,64.8,83.1,1616.8,0,Not Applicable,0,0,No
1,5,75.5,78.6,79.1,105.5,1,Not Applicable,0,0,No
1,6,53.5,38.1,43.5,2534.5,1,Partial,0,1,Yes
0,6,80.1,62.3,74.4,1085.0,0,Unpaid,0,1,Yes
0,13,74.2,72.2,74.9,1346.4,1,Not Applicable,0,0,No
1,7,64.6,56.6,62.5,295.4,1,Not Applicable,1,0,No
1,14,72.2,57.1,54.2,874.2,1,Not Applicable,1,0,No
0,12,81.6,71.9,75.7,121.4,0,Not Applicable,0,0,No
0,15,74.2,66.4,78.3,453.7,0,Not Applicable,0,0,No
0,9,69.7,71.5,73.5,156.7,1,Not Applicable,0,0,No
0,13,86.6,75.5,89.4,1451.4,1,Not Applicable,0,0,No
1,10,68.5,61.1,69.0,4973.6,1,Not Applicable,0,0,No
0,12,72.9,68.5,56.7,5815.9,1,Partial,0,1,No
0,8,75.8,57.0,69.9,3036.8,0,Paid,0,1,Yes
0,10,55.0,36.6,51.5,1584.2,0,Not Applicable,0,0,No
0,8,82.8,75.7,81.2,1662.8,1,Paid,0,1,No
0,10,100.0,64.0,70.6,1484.2,1,Not Applicable,0,0,No
1,17,77.1,60.8,76.7,2783.6,1,Partial,0,1,No
1,14,73.9,65.7,64.6,6765.5,1,Not Applicable,0,0,Yes
1,11,92.8,75.6,88.1,459.9,1,Paid,0,1,No
0,6,64.9,53.9,70.0,2488.9,1,Partial,0,1,Yes
1,10,73.9,63.9,67.8,112.2,1,Paid,0,1,Yes
1,10,80.8,66.7,68.5,2000.4,1,Not Applicable,0,0,No
1,14,90.1,87.2,87.2,3732.1,1,Paid,1,1,No
0,12,89.0,74.1,78.9,561.5,1,Paid,1,1,No
0,10,80.7,70.4,71.8,1128.2,1,Not Applicable,1,0,No
0,11,85.2,70.9,82.0,944.3,1,Not Applicable,0,0,No
0,7,81.7,69.4,76.8,433.5,1,Paid,0,1,No
0,15,78.0,66.8,61.2,303.7,0,Not Applicable,0,0,Yes
0,17,71.1,57.3,54.8,2889.2,0,Partial,0,1,Yes
0,10,70.6,46.9,57.7,1455.2,1,Not Applicable,0,0,No
1,12,65.6,56.3,50.3,173.7,1,Partial,0,1,No
0,16,75.7,66.6,67.6,3163.6,0,Not Applicable,0,0,Yes
0,12,76.4,70.8,79.6,1073.7,0,Not Applicable,0,0,No
1,10,53.2,59.7,43.4,1283.2,1,Paid,0,1,No
1,16,100.0,72.5,90.1,2074.9,1,Paid,0,1,No
1,16,74.0,82.3,67.5,122.2,1,Not Applicable,0,0,No
1,10,57.6,46.1,51.7,3507.5,1,Paid,1,1,Yes
1,12,70.2,81.5,72.2,138.6,1,Not Applicable,0,0,No
1,6,75.8,49.4,63.7,1759.2,0,Not Applicable,0,0,Yes
0,14,81.0,61.2,75.5,782.0,1,Not Applicable,0,0,No
0,7,79.3,64.9,69.7,114.3,1,Not Applicable,0,0,No
0,14,97.3,76.8,78.5,620.6,1,Not Applicable,0,0,No
0,16,70.3,62.1,63.6,5737.9,1,Paid,0,1,Yes
0,9,87.9,81.1,78.7,1184.1,0,Not Applicable,0,0,No
1,15,70.9,50.4,71.5,6622.7,1,Not Applicable,0,0,Yes
1,16,78.7,64.5,69.3,2557.3,1,Not Applicable,0,0,Yes
1,15,67.9,53.6,54.3,841.2,0,Paid,0,1,Yes
0,10,100.0,89.9,92.0,1309.7,1,Partial,1,1,No
1,6,73.5,66.6,68.9,5766.8,1,Not Applicable,0,0,Yes
1,9,84.5,68.6,76.5,832.8,0,Not Applicable,0,0,No
0,11,64.1,53.7,64.8,1074.4,1,Unpaid,0,1,Yes
1,15,71.5,68.3,53.0,1172.4,1,Unpaid,0,1,No
0,14,86.6,84.8,84.7,1896.3,1,Partial,0,1,No
0,14,42.7,53.1,41.3,496.1,0,Not Applicable,0,0,Yes
1,9,68.3,65.5,66.4,4452.4,1,Not Applicable,0,0,No
0,9,65.4,82.4,74.1,1297.7,1,Not Applicable,1,0,No
0,13,69.8,51.9,58.3,2256.9,1,Not Applicable,1,0,No
1,14,85.6,87.9,78.7,1750.0,1,Not Applicable,0,0,No
1,7,48.3,47.8,42.0,2015.2,0,Not Applicable,0,0,Yes
0,13,56.7,38.8,44.5,5603.9,0,Not Applicable,0,0,Yes
0,11,53.0,40.8,37.3,4746.7,0,Not Applicable,0,0,Yes
0,14,83.8,72.2,82.4,167.2,0,Not Applicable,0,0,No
1,10,90.9,76.6,79.8,1361.4,0,Paid,0,1,No
0,7,62.3,52.3,55.4,102.6,0,Paid,1,1,Yes
0,10,83.5,77.3,86.4,460.5,1,Not Applicable,0,0,No
1,6,63.7,52.0,56.1,3134.0,1,Not Applicable,0,0,Yes
1,17,67.9,70.1,61.6,4808.5,0,Paid,0,1,Yes
0,10,81.0,87.2,90.9,1014.2,1,Not Applicable,1,0,No
0,15,94.6,75.1,89.2,640.6,1,Partial,0,1,No
1,11,84.7,82.1,83.2,684.5,1,Paid,0,1,No
0,13,76.9,65.5,48.9,671.5,0,Not Applicable,0,0,No
0,5,54.9,34.8,43.6,6288.5,1,Paid,0,1,Yes
1,14,86.7,76.8,75.4,2698.7,1,Paid,1,1,No
0,10,76.8,69.1,68.1,1147.8,1,Not Applicable,0,0,No
1,12,68.9,68.1,58.8,1030.4,1,Not Applicable,0,0,Yes
0,18,57.2,35.6,43.8,10715.8,0,Not Applicable,0,0,Yes
0,8,81.6,71.5,71.3,5489.1,1,Paid,0,1,No
0,6,92.9,78.9,78.8,332.3,1,Paid,1,1,No
0,16,90.1,84.7,93.5,208.1,1,Not Applicable,1,0,No
0,8,76.4,70.2,73.1,3160.5,0,Paid,0,1,No
0,16,68.1,54.9,59.7,175.8,0,Not Applicable,0,0,No
1,14,84.1,73.7,93.7,1961.1,1,Paid,0,1,No
1,15,63.0,63.7,54.8,4083.6,1,Paid,0,1,No
1,17,72.9,61.9,69.2,1671.8,0,Not Applicable,0,0,No
1,7,83.3,70.7,84.8,800.7,0,Not Applicable,1,0,Yes
0,7,72.2,47.7,57.0,402.2,0,Not Applicable,0,0,No
1,7,100.0,81.7,78.7,1154.6,1,Partial,0,1,No
0,13,76.7,69.3,64.1,658.6,0,Not Applicable,0,0,No
1,14,64.9,49.8,69.9,2370.2,0,Not Applicable,0,0,Yes
1,17,59.2,44.8,43.0,232.6,0,Paid,0,1,Yes
1,6,78.1,79.6,80.7,5627.4,0,Not Applicable,0,0,No
1,13,65.7,69.0,63.4,315.4,1,Partial,0,1,No
1,6,67.3,62.5,68.1,1326.3,1,Not Applicable,0,0,Yes
0,15,69.6,66.4,71.1,904.5,0,Paid,0,1,Yes
0,8,73.9,52.7,74.5,1429.4,1,Partial,0,1,Yes
1,10,71.5,53.8,53.3,3219.4,1,Not Applicable,0,0,Yes
0,13,70.7,62.1,65.0,2615.6,1,Paid,1,1,No
1,9,75.7,60.0,79.8,4212.5,0,Not Applicable,0,0,Yes
1,10,58.5,57.4,47.5,2190.4,1,Partial,0,1,Yes
0,9,91.0,71.3,85.6,2300.5,1,Not Applicable,1,0,No
1,15,84.4,71.9,59.2,4219.2,0,Paid,0,1,No
1,13,70.0,55.9,55.6,112.6,1,Not Applicable,0,0,No
1,14,95.6,86.2,79.3,2105.3,1,Partial,0,1,No
1,12,80.0,75.3,78.2,1842.2,1,Not Applicable,1,0,No
1,11,70.2,61.3,69.1,1778.5,1,Not Applicable,0,0,No
1,9,58.0,52.6,34.1,808.4,1,Partial,0,1,Yes
1,16,83.8,85.0,70.2,560.9,1,Paid,1,1,No
0,7,79.7,82.6,68.5,5954.2,1,Not Applicable,1,0,No
0,17,83.7,67.2,73.6,1271.4,0,Partial,0,1,No
1,12,67.3,59.1,49.1,171.1,1,Paid,0,1,No
0,15,80.2,61.1,57.6,2793.8,0,Not Applicable,0,0,No
1,12,63.6,51.3,52.2,1294.0,0,Paid,0,1,Yes
1,14,83.7,67.7,60.0,220.8,1,Paid,0,1,Yes
0,10,94.7,86.2,94.7,716.3,1,Paid,0,1,No
1,7,38.8,31.7,25.7,18881.0,1,Not Applicable,0,0,Yes
1,6,84.5,70.4,71.2,378.1,1,Paid,1,1,No
0,9,95.1,94.8,95.1,3453.2,1,Partial,1,1,No
0,17,64.6,55.7,61.1,2956.2,0,Paid,0,1,Yes
0,15,92.3,80.7,96.1,660.7,1,Unpaid,1,1,No
0,16,65.2,48.5,49.8,3732.6,0,Not Applicable,0,0,Yes
1,5,66.4,51.5,51.0,753.0,0,Not Applicable,0,0,Yes
0,10,73.0,57.2,45.4,1839.7,1,Paid,0,1,No
1,16,96.3,71.6,76.0,1210.4,1,Not Applicable,0,0,No
0,11,59.7,41.3,58.3,1141.9,1,Not Applicable,0,0,No
0,14,85.7,69.1,72.2,276.6,0,Paid,0,1,No
1,5,100.0,85.8,84.5,2031.2,1,Not Applicable,0,0,No
1,17,100.0,78.4,78.4,2631.0,1,Paid,1,1,No
0,9,62.5,55.9,59.1,2076.0,1,Not Applicable,0,0,No
0,6,86.8,63.9,69.2,712.9,1,Not Applicable,1,0,No
0,8,96.7,76.6,82.4,1018.5,1,Paid,0,1,No
0,8,95.2,91.0,95.5,165.6,1,Paid,0,1,No
1,17,78.7,74.7,68.0,318.4,1,Unpaid,0,1,No
0,10,62.0,54.5,56.9,4339.3,1,Paid,0,1,No
0,15,72.1,65.0,61.2,4020.3,1,Not Applicable,0,0,No
0,9,62.1,56.9,50.6,4914.1,1,Not Applicable,0,0,Yes
1,11,99.5,83.2,88.1,1418.6,1,Paid,0,1,No
1,9,57.5,53.3,39.5,740.9,1,Not Applicable,1,0,No
0,7,82.8,78.9,67.0,1468.5,1,Not Applicable,0,0,No
1,14,70.1,58.3,62.0,8557.3,0,Not Applicable,0,0,No
0,14,62.4,31.1,44.7,838.7,0,Paid,0,1,Yes
0,13,100.0,84.4,87.7,597.0,1,Not Applicable,0,0,No
1,14,86.6,60.4,68.3,710.4,0,Not Applicable,0,0,No
1,16,64.4,61.9,64.7,2199.2,1,Not Applicable,0,0,No
1,11,87.8,72.3,69.4,2688.8,1,Not Applicable,0,0,No
1,10,78.7,67.9,91.4,718.5,0,Paid,0,1,No
0,10,74.3,76.3,55.7,3123.3,0,Paid,0,1,No
1,6,68.5,73.9,63.6,1639.6,1,Partial,1,1,No
0,16,78.7,59.2,58.9,462.6,1,Not Applicable,1,0,No
1,9,93.2,75.9,76.0,3116.7,1,Paid,0,1,No
0,7,79.8,67.6,58.8,7621.2,1,Not Applicable,0,0,No
1,8,99.4,88.5,84.5,1101.2,1,Not Applicable,0,0,No
0,17,91.4,72.1,88.9,425.1,1,Not Applicable,1,0,No
0,12,90.9,83.3,81.9,880.0,1,Not Applicable,0,0,No
1,8,90.3,84.3,72.1,839.2,1,Not Applicable,0,0,No
0,18,78.0,66.2,59.7,10040.7,1,Unpaid,0,1,No
0,9,59.1,57.9,45.5,1281.8,0,Not Applicable,0,0,Yes
0,11,80.2,58.6,57.7,1729.3,0,Paid,0,1,Yes
0,10,70.8,83.8,71.4,1775.6,1,Not Applicable,0,0,No
0,13,95.6,84.5,96.0,1977.4,1,Paid,0,1,No
0,13,55.7,39.1,44.7,8846.2,1,Paid,1,1,No
1,18,75.2,60.7,55.3,315.4,0,Not Applicable,0,0,No
0,8,58.3,58.9,48.8,2467.9,1,Paid,0,1,No
1,11,75.2,57.1,61.9,3496.4,1,Not Applicable,1,0,No
1,11,76.2,57.3,64.6,2273.7,1,Not Applicable,0,0,No
0,8,67.2,55.1,62.0,1404.5,0,Not Applicable,0,0,Yes
1,9,67.1,49.8,49.3,1959.5,1,Not Applicable,0,0,No
0,6,84.2,72.2,70.3,3700.8,0,Not Applicable,0,0,No
1,17,68.9,64.5,60.0,2023.8,1,Not Applicable,0,0,No
0,13,90.1,71.2,69.0,1280.7,0,Paid,0,1,Yes
0,13,71.7,51.9,57.4,1315.4,1,Partial,0,1,Yes
1,15,71.9,64.4,79.1,654.6,1,Paid,0,1,No
1,13,68.9,60.2,59.0,2003.0,1,Paid,0,1,No
1,14,95.3,61.8,77.7,263.3,1,Paid,0,1,No
0,17,61.3,51.4,50.2,1755.6,1,Not Applicable,0,0,No
1,11,84.3,81.8,82.7,968.4,1,Unpaid,1,1,No
0,13,70.8,45.1,58.3,1528.9,0,Not Applicable,0,0,Yes
0,10,71.2,75.8,71.6,1771.8,0,Not Applicable,0,0,No
0,12,74.0,55.5,81.1,1198.7,1,Paid,1,1,No
1,18,80.6,72.4,63.0,4007.0,0,Not Applicable,0,0,Yes
0,14,88.7,88.1,90.2,582.0,1,Not Applicable,0,0,No
0,5,66.0,66.2,62.8,5259.7,1,Not Applicable,0,0,Yes
1,7,57.2,43.7,40.1,13229.0,1,Not Applicable,0,0,Yes
0,8,83.3,62.2,74.4,7906.6,1,Not Applicable,0,0,No
0,16,54.1,34.1,51.1,4600.7,1,Not Applicable,0,0,Yes
0,14,78.2,63.4,64.0,3515.2,1,Paid,0,1,No
1,14,62.9,61.7,68.7,4468.5,1,Paid,0,1,No
0,14,78.8,62.1,76.8,444.2,1,Not Applicable,0,0,No
0,8,78.1,73.5,80.9,2874.9,1,Partial,0,1,No
1,12,64.0,59.9,56.4,1400.3,1,Not Applicable,0,0,No
1,17,95.5,72.1,80.1,2695.5,1,Paid,0,1,No
0,8,61.6,57.1,49.2,906.4,1,Not Applicable,1,0,No
1,12,69.3,65.0,50.3,546.3,1,Paid,0,1,No
1,9,73.0,73.5,82.3,1872.7,1,Not Applicable,0,0,No
1,10,75.6,54.2,66.4,663.9,1,Not Applicable,0,0,No
0,10,100.0,92.9,100.0,5601.3,1,Paid,0,1,No
1,8,79.9,72.8,76.8,154.5,1,Paid,0,1,No
1,6,78.9,59.5,60.4,1612.2,1,Not Applicable,0,0,No
0,8,86.3,77.3,81.3,348.6,1,Not Applicable,0,0,No
0,14,82.9,68.2,83.7,3750.4,1,Not Applicable,0,0,No
0,6,98.6,86.3,95.1,1093.1,1,Not Applicable,0,0,No
0,12,81.3,64.7,75.6,128.0,1,Not Applicable,0,0,No
1,6,77.4,74.0,74.7,7983.2,1,Not Applicable,0,0,No
0,15,63.8,54.0,61.2,2802.5,1,Not Applicable,1,0,No
0,7,78.5,59.2,66.8,353.9,1,Not Applicable,0,0,No
1,10,65.5,53.1,52.0,2798.8,0,Partial,0,1,Yes
0,11,69.3,72.5,72.1,891.2,1,Paid,0,1,No
1,7,80.7,77.5,78.8,1155.6,0,Not Applicable,0,0,Yes
0,16,87.5,68.6,78.9,1113.5,0,Paid,0,1,No
0,17,96.4,86.7,99.3,423.2,1,Not Applicable,1,0,No
0,8,64.5,48.1,62.6,6170.3,1,Paid,0,1,Yes
0,10,94.4,81.5,93.0,6042.2,1,Paid,0,1,No
0,8,72.5,61.8,53.5,2510.9,1,Partial,1,1,No
1,12,71.7,74.5,68.8,947.0,0,Not Applicable,0,0,No
1,8,49.7,30.6,44.3,1799.8,1,Not Applicable,0,0,Yes
0,13,60.2,48.6,47.4,4809.2,1,Paid,0,1,No
1,7,78.0,71.2,63.3,175.1,1,Not Applicable,0,0,No
1,14,82.5,93.7,79.3,950.3,1,Paid,0,1,No
1,5,97.9,100.0,98.9,174.7,1,Not Applicable,1,0,No
0,5,62.8,53.3,59.9,3255.1,1,Paid,1,1,No
0,9,78.8,58.4,64.3,672.7,1,Not Applicable,0,0,Yes
0,6,69.5,67.0,66.6,6703.6,1,Paid,0,1,No
1,11,67.3,55.9,70.3,227.6,1,Not Applicable,1,0,No
1,11,68.1,72.7,57.0,4495.9,1,Paid,1,1,No
0,12,78.8,59.3,58.4,3169.4,1,Paid,0,1,No
0,14,54.9,51.9,53.9,548.5,0,Not Applicable,0,0,Yes
1,13,71.0,53.1,59.1,3772.8,1,Not Applicable,0,0,No
1,7,92.5,80.7,92.8,2589.3,1,Paid,0,1,No
1,17,94.7,91.5,100.0,1258.3,1,Not Applicable,0,0,No
1,10,70.2,60.3,73.7,1902.1,0,Not Applicable,0,0,No
0,12,100.0,75.1,73.4,468.3,1,Partial,0,1,No
1,14,74.4,61.6,56.0,1678.1,1,Paid,0,1,No
1,14,77.6,73.2,74.6,1728.6,1,Not Applicable,0,0,No
0,16,91.2,65.7,68.9,731.6,1,Partial,1,1,No
1,7,61.0,64.8,58.6,1756.0,0,Not Applicable,0,0,Yes
1,16,96.0,92.0,97.4,2321.2,1,Not Applicable,0,0,Yes
0,11,49.9,32.0,40.1,6998.1,1,Paid,0,1,Yes
1,8,73.7,67.7,58.1,827.9,1,Not Applicable,0,0,No
1,15,71.3,59.8,67.8,3956.7,0,Not Applicable,0,0,No
1,12,100.0,93.6,97.3,1720.3,1,Not Applicable,0,0,No
0,11,58.9,64.0,57.8,3887.4,1,Not Applicable,1,0,No
0,13,55.2,52.8,58.3,4168.9,1,Partial,0,1,No
1,13,88.0,86.0,81.3,759.0,0,Not Applicable,0,0,No
0,16,82.7,75.1,79.2,784.9,1,Partial,1,1,No
1,12,80.6,77.2,79.5,443.5,1,Not Applicable,0,0,Yes
1,16,67.3,59.2,50.3,2645.2,0,Partial,0,1,Yes
0,10,52.0,51.6,51.5,2906.9,1,Not Applicable,1,0,No
0,9,75.7,57.6,59.8,6953.1,1,Paid,0,1,Yes
0,6,94.0,79.1,68.4,1198.3,1,Paid,0,1,No
0,13,43.5,24.0,38.4,415.0,1,Paid,0,1,Yes
1,11,63.0,42.1,55.1,1345.6,1,Paid,0,1,No
1,9,81.7,62.4,70.2,1811.9,1,Not Applicable,0,0,No
1,9,68.4,51.7,59.1,5832.5,0,Not Applicable,0,0,Yes
1,10,60.0,54.0,50.8,4367.9,1,Not Applicable,0,0,Yes
0,8,80.5,68.8,67.0,279.4,1,Not Applicable,0,0,No
1,17,83.8,70.0,66.5,219.4,1,Paid,1,1,No
1,16,69.1,60.7,56.1,341.4,0,Not Applicable,0,0,No
1,12,60.1,54.7,49.8,5678.9,1,Paid,0,1,Yes
1,10,75.7,64.2,54.8,1848.6,0,Paid,0,1,Yes
0,8,72.5,55.4,64.2,308.7,1,Partial,0,1,Yes
1,18,88.4,91.8,77.2,2457.9,1,Paid,0,1,No
0,15,68.6,50.8,72.9,351.9,1,Not Applicable,0,0,No
0,17,80.0,52.1,70.5,804.4,0,Partial,0,1,Yes
0,16,100.0,97.5,100.0,2336.6,1,Paid,1,1,No
1,7,47.7,59.4,56.8,1205.3,0,Paid,0,1,Yes
1,12,98.9,96.4,92.5,618.9,1,Not Applicable,1,0,No
1,9,71.7,58.8,66.1,2439.5,0,Not Applicable,1,0,Yes
1,7,65.4,63.8,65.3,4417.1,1,Paid,0,1,No
1,7,81.6,73.9,79.5,790.8,1,Not Applicable,0,0,Yes
1,11,77.9,59.7,61.6,7017.3,1,Paid,0,1,No
0,9,91.3,70.7,79.4,182.8,1,Paid,0,1,No
0,13,99.6,89.5,100.0,252.7,1,Not Applicable,0,0,No
0,7,84.8,74.5,73.7,6348.2,1,Not Applicable,0,0,No
1,9,77.4,62.4,60.8,401.9,1,Not Applicable,0,0,No
1,16,97.9,80.7,93.0,1304.8,1,Paid,0,1,No
0,14,72.9,52.8,71.8,1210.4,1,Not Applicable,0,0,No
0,16,89.0,83.3,72.4,477.8,1,Paid,0,1,No
1,12,73.9,73.1,72.9,9922.6,1,Not Applicable,0,0,No
0,10,87.0,75.0,87.1,1274.8,1,Unpaid,0,1,No
1,9,53.0,45.1,50.9,1295.9,0,Partial,0,1,No
1,8,69.9,55.7,66.7,968.0,1,Not Applicable,0,0,No
0,9,82.8,75.6,68.0,1197.3,1,Not Applicable,0,0,Yes
0,17,84.3,77.6,72.2,3811.3,1,Paid,0,1,No
1,6,80.4,63.4,62.4,998.0,1,Partial,0,1,No
1,10,77.0,57.8,69.8,1113.2,1,Paid,1,1,No
1,14,71.9,67.7,61.5,130.5,1,Not Applicable,1,0,No
1,12,92.4,63.8,66.8,616.8,0,Not Applicable,0,0,No
0,9,80.2,54.9,74.8,229.2,0,Not Applicable,0,0,No
0,6,87.7,69.1,80.6,519.5,1,Not Applicable,0,0,No
1,12,63.9,42.3,49.7,2524.2,1,Paid,0,1,Yes
1,6,40.3,12.0,34.8,6852.8,0,Paid,0,1,Yes
0,17,84.4,67.8,77.2,612.1,1,Not Applicable,0,0,No
1,12,72.3,64.8,72.2,4218.6,1,Paid,0,1,No
1,15,98.3,85.7,83.8,737.3,1,Paid,1,1,No
0,6,73.3,66.0,75.6,869.9,1,Not Applicable,0,0,No
0,12,65.3,51.8,78.1,543.2,0,Paid,0,1,No
1,9,75.6,65.0,63.5,1726.5,0,Not Applicable,0,0,No
0,15,86.1,76.7,75.9,4354.3,1,Not Applicable,0,0,No
0,8,69.4,62.3,63.6,2189.8,1,Not Applicable,0,0,Yes
0,15,75.2,67.2,80.6,1030.8,1,Not Applicable,0,0,No
1,13,70.1,52.3,51.3,362.2,1,Not Applicable,0,0,No
1,8,94.0,78.7,70.0,2206.1,0,Paid,0,1,No
1,13,100.0,73.4,89.0,697.0,1,Paid,0,1,No
0,17,66.5,63.9,69.0,3804.4,0,Partial,0,1,Yes
1,8,76.0,70.5,73.0,1657.6,1,Paid,0,1,No
1,9,67.9,45.7,60.3,4215.8,1,Partial,0,1,No
1,11,87.5,78.4,93.6,633.4,1,Paid,0,1,No
1,13,45.2,37.0,45.4,1330.6,1,Not Applicable,0,0,Yes
0,13,73.8,58.3,64.8,190.4,1,Not Applicable,0,0,No
1,14,99.9,70.7,69.0,275.0,1,Paid,0,1,No
0,11,75.0,71.5,66.8,642.4,1,Not Applicable,1,0,No
1,11,93.7,91.3,100.0,464.6,1,Not Applicable,0,0,No
0,9,65.2,55.8,66.2,5360.4,0,Not Applicable,0,0,Yes
0,8,68.7,64.9,70.4,3428.0,1,Paid,1,1,No
0,14,82.7,73.4,70.9,1156.7,1,Not Applicable,1,0,No
1,11,80.0,74.3,65.2,688.9,1,Partial,1,1,No
0,14,81.3,76.6,84.4,2330.2,1,Unpaid,0,1,No
1,13,43.2,56.1,32.1,3532.8,1,Not Applicable,0,0,Yes
0,12,97.8,81.5,89.4,4128.6,1,Not Applicable,0,0,Yes
0,16,76.7,79.8,60.1,474.0,1,Not Applicable,0,0,No
1,16,75.3,47.8,64.7,431.8,0,Not Applicable,0,0,Yes
0,14,99.3,88.7,94.0,383.9,1,Not Applicable,0,0,No
0,12,76.1,65.2,78.6,588.3,1,Paid,0,1,No
1,15,86.8,65.9,71.0,1523.4,1,Not Applicable,0,0,No
0,16,86.0,69.1,81.7,2501.9,1,Not Applicable,0,0,No
0,6,52.0,50.0,38.2,1424.6,0,Paid,0,1,No
0,10,61.3,59.2,56.5,1524.7,1,Not Applicable,1,0,No
1,11,89.0,86.7,75.1,917.8,1,Not Applicable,0,0,No
1,14,53.3,45.6,55.2,5119.8,0,Not Applicable,0,0,No
1,13,100.0,92.9,79.9,1930.9,1,Not Applicable,0,0,No
1,17,100.0,81.9,88.3,177.7,1,Not Applicable,0,0,Yes
0,10,79.1,59.8,60.2,853.4,1,Paid,0,1,No
0,13,83.6,60.8,67.9,3003.9,0,Not Applicable,0,0,No
1,6,46.7,36.5,38.0,1464.5,1,Not Applicable,1,0,No
0,10,77.2,64.6,77.1,5692.1,1,Not Applicable,0,0,No
0,8,75.0,55.6,61.9,1505.9,1,Paid,1,1,No
0,7,76.7,65.0,58.7,2769.0,1,Not Applicable,0,0,No
0,16,60.9,61.4,50.9,2291.2,1,Not Applicable,0,0,Yes
1,15,100.0,68.9,79.6,211.2,1,Paid,1,1,No
0,8,76.9,56.8,58.8,1061.7,1,Not Applicable,0,0,No
0,9,48.4,41.2,46.5,1625.9,1,Not Applicable,0,0,Yes
0,14,67.2,65.2,68.4,2168.0,1,Paid,0,1,No
1,12,80.4,75.4,66.2,1376.0,1,Not Applicable,0,0,No
0,8,78.7,66.4,85.1,494.2,1,Paid,0,1,No
0,13,85.2,76.1,81.3,5090.4,1,Partial,0,1,No
1,13,93.1,79.9,86.4,1786.4,1,Not Applicable,1,0,No
1,10,73.7,69.7,75.0,366.7,0,Paid,0,1,No
0,10,85.6,76.5,65.4,128.0,1,Unpaid,1,1,No
0,16,60.6,40.4,50.1,2417.7,0,Paid,0,1,Yes
